TGI Fridays,3.0,177,36.113074,-115.063089,Las Vegas
Subway Restaurants,3.0,3,36.1742824,-115.0834351,Las Vegas
Panda Express,3.0,37,36.2768709549,-115.207351,Las Vegas
Sushi Burrito Bowl,3.5,85,36.145651,-115.296325,Las Vegas
MILK+T,4.5,232,36.0861993,-115.3076035,Las Vegas
Cadillac Mexican Kitchen & Tequila Bar,4.0,210,36.1702509335,-115.1447157562,Las Vegas
LuckyRice Night Market,4.0,8,36.1097888736,-115.1741057388,Las Vegas
Papa John's Pizza,2.0,37,36.201019,-115.280644,Las Vegas
El Rancho Restaurant,2.0,6,36.0859031677,-115.1019210815,Las Vegas
Bagels And Subs,4.5,23,36.143775,-115.082142,Las Vegas
PT's Pub,2.5,24,36.1448617,-115.0628422,Las Vegas
Teavana,3.5,48,36.1272241,-115.1715512,Las Vegas
Globe Cafe,4.0,49,36.0345123,-115.120111,Las Vegas
La Tradicion,3.5,7,36.1663559,-115.0812182,Las Vegas
Checkers,2.5,19,36.1585493,-115.1229655,Las Vegas
Liquor City,5.0,7,36.1222281,-115.1796988,Las Vegas
Brooklyn Bagels,3.0,8,36.01979,-115.15036,Las Vegas
Chipotle Mexican Grill,3.0,19,36.1955551,-115.1190448,Las Vegas
Red Robin Gourmet Burgers and Brews,2.5,384,36.1457416,-115.3337151,Las Vegas
Grotto Ristorante,4.0,599,36.1703149,-115.1448997,Las Vegas
Port of Subs,3.5,49,36.2899554528,-115.2858883125,Las Vegas
Dos Caminos,3.0,57,36.1608544,-115.3315267,Las Vegas
La flor de michoacan ice cream,4.0,8,36.0992064,-115.1161321,Las Vegas
Habaneros Taco Grill,3.0,61,36.0574481717,-115.1502303779,Las Vegas
Diamond Lounge,3.5,9,36.116394,-115.171818,Las Vegas
Lidet Cafe and Bakery,5.0,59,36.1151742181,-115.2315666899,Las Vegas
Starbucks Coffee,3.5,3,36.2191781,-115.2624712,Las Vegas
Aranya Thai Bistro,3.5,75,36.1136929,-115.3075716,Las Vegas
THT,3.0,4,36.2171931,-115.2449057,Las Vegas
McDonald's,2.5,53,36.247102,-115.208037,Las Vegas
Cold Stone Creamery,3.0,149,36.147291,-115.299881,Las Vegas
Christian Audigier The Nightclub,3.0,79,36.1245369,-115.172324,Las Vegas
Woo Che,3.5,103,36.1261038,-115.2054322,Las Vegas
Starbucks,3.0,54,36.273808,-115.252006,Las Vegas
Nutrition Rush,3.0,14,36.1135911891,-115.3076930542,Las Vegas
Noodle Pot,4.0,444,36.1253970859,-115.196422914,Las Vegas
Leticia's Cocina & Cantina,3.5,119,36.249911,-115.2441383,Las Vegas
Vinny-Boy's Italian Market Place,2.5,16,36.145787,-115.1906168,Las Vegas
Outback Steakhouse,3.5,384,36.0557884597,-115.1715902086,Las Vegas
Ethel M Chocolates,3.5,7,36.1688235,-115.2185573,Las Vegas
One Stop Nutrition,5.0,85,36.2711606282,-115.2072458998,Las Vegas
Marie Callenders,3.0,14,36.114985,-115.207537,Las Vegas
Sorelle Pizza and Pasta,4.5,76,36.115198,-115.294037,Las Vegas
Burger Bar,4.0,2668,36.0942440391,-115.1761782905,Las Vegas
Mainland,3.5,22,36.1407035,-115.1823137,Las Vegas
Mizumi,4.0,446,36.1269589651,-115.1672247708,Las Vegas
Vitals,3.0,6,36.109637,-115.175515,Las Vegas
Los Compadres Meat Market,4.5,9,36.099854,-115.0747674,Las Vegas
Sundance Grill,3.0,240,36.0417267,-115.1839224,Las Vegas
Sugar & Ice,3.5,88,36.126506,-115.165731,Las Vegas
Einstein Bros Bagels,2.5,91,36.2188667,-115.2746367,Las Vegas
Meskerem Ethiopian Restaurant & Market,4.0,53,36.1334453,-115.1602109,Las Vegas
Joel's Fireplace Repair & Renewal,3.5,62,36.1462673,-115.1829873,Las Vegas
Red Plate,4.5,51,36.1101739,-115.1738824,Las Vegas
Subway Restaurants,2.5,34,36.2392241,-115.249437,Las Vegas
Tcby,4.0,9,36.1243036,-115.243101,Las Vegas
Chicken Bonz,3.0,52,36.071196,-115.207463,Las Vegas
Grand Pizza,3.5,276,36.232623,-115.2432872,Las Vegas
Taqueria El Paisano,3.5,53,36.129543,-115.2074652,Las Vegas
Greenwich Village Coffee,4.0,56,36.102766,-115.174246,Las Vegas
Buca di Beppo Italian Restaurant,3.5,587,36.0993628,-115.1755073,Las Vegas
Frijoles and Frescas Grilled Tacos,3.5,34,36.172543638,-115.1957243308,Las Vegas
Chart House,4.0,423,36.1700962,-115.1449611,Las Vegas
Vinnie Pizza,3.5,3,36.120813,-115.150154,Las Vegas
Meatheads Video Poker Bar,4.0,9,36.1586622,-115.2057344,Las Vegas
90 Ninety Bar + Grill,4.5,148,36.1691517,-115.291435,Las Vegas
PT's Ranch,3.0,74,36.0713588,-115.2788041,Las Vegas
Harvest Meadow,4.0,5,36.1056239,-115.1987813,Las Vegas
TC's Rib Crib,3.5,631,36.1234867972,-115.2799091107,Las Vegas
Pho So 1,4.0,253,36.1249835,-115.2064306,Las Vegas
Terrible Herbst,2.5,16,36.074103,-115.1735322,Las Vegas
House of Pizza,3.5,96,36.207074,-115.302342,Las Vegas
Trump International Hotel Las Vegas,4.0,1969,36.129631,-115.172661,Las Vegas
SinCity Burgers,3.0,71,36.2714625,-115.2676299,Las Vegas
Cheeseburger,3.0,338,36.1105588742,-115.1694702053,Las Vegas
Coast 2 Coast Food Truck,3.5,23,36.128561,-115.1711298,Las Vegas
Ken's Sos Liquor,3.5,3,36.1959654,-115.0842882,Las Vegas
Mezzo Bistro and Wine,4.0,637,36.2371316,-115.2311905,Las Vegas
Rock & Reilly's Las Vegas,3.5,152,36.1063939371,-115.17212209,Las Vegas
The Pizza Kitchen,4.5,206,36.0931006304,-115.2965616526,Las Vegas
Subway,4.0,7,36.100579,-115.280865,Las Vegas
Firefly Tapas Kitchen & Bar,4.5,2096,36.1201403,-115.1543617,Las Vegas
Ding's Garden,4.0,29,36.1273719514,-115.226012272,Las Vegas
Starbucks,3.0,30,36.118807,-115.173501,Las Vegas
Burger King,2.0,34,36.1595701,-115.2122356,Las Vegas
LaoDiFang Asian Kitchen,4.0,95,36.1160271,-115.2944543,Las Vegas
Applebee's Grill + Bar,2.5,125,36.057609,-115.1451,Las Vegas
Asian One Noodle Soup & Grill,2.5,12,36.1209172572,-115.1354880651,Las Vegas
Wasted Space,3.5,36,36.175,-115.136389,Las Vegas
Grand Sign Kitchen,4.0,79,36.0527369758,-115.2425866957,Las Vegas
San Gennaro Feast,2.0,143,36.06874,-115.285017,Las Vegas
McDonald's,2.0,86,36.0564610147,-115.1713621616,Las Vegas
View Wine Bar & Kitchen,4.0,253,36.1671853,-115.2855266,Las Vegas
Zabas Mexican Grill,4.0,54,36.0095858,-115.1177785,Las Vegas
St. Tropez Buffet,3.0,178,36.169257,-115.291419,Las Vegas
The Great Greek,4.5,473,36.0321712219,-115.2100866138,Las Vegas
Medley Buffet,3.0,517,36.1027231891,-115.2025938034,Las Vegas
Port of Subs,2.5,54,36.1595276,-115.3194605,Las Vegas
Cheffini's Hot Dogs,4.0,266,36.1677987235,-115.1382032304,Las Vegas
Smith's,3.0,42,36.1182214,-115.20948,Las Vegas
Edible Arrangements,3.0,33,36.2810681,-115.2613934,Las Vegas
Pie Me Over,5.0,122,36.078686,-115.241801,Las Vegas
Chung Chou City Lv,2.5,4,36.1260565,-115.1937689,Las Vegas
Riviera Hotel & Casino,2.5,806,36.1351635601,-115.1621755505,Las Vegas
TAP Sports Bar,3.5,492,36.1013110429,-115.1713755191,Las Vegas
Sushi Dan,3.5,10,36.1433538,-115.2512854,Las Vegas
Tropical Smoothie Cafe,2.0,228,36.0699389,-115.2249108,Las Vegas
Peg's Glorified Ham n Eggs,4.5,153,36.1435274815,-115.2757952493,Las Vegas
Karma Hookah Lounge,4.0,37,36.072644454,-115.1056980527,Las Vegas
T.K. House of Bread,4.5,69,36.1153533,-115.2889907,Las Vegas
7-Eleven,1.5,3,36.1447887729,-115.2248232812,Las Vegas
Fresh Market On The Go,3.5,7,36.0854286,-115.149927,Las Vegas
WTPho,4.0,269,36.02093,-115.269738,Las Vegas
Bite Vegan Bakery,4.5,15,36.1672546478,-115.2858479863,Las Vegas
Aurelio's Pizza,3.5,18,36.2184533,-115.2627104,Las Vegas
Don Tortaco,3.5,67,36.145001,-115.204803,Las Vegas
Vegas Party Scenes,5.0,5,36.0806732,-115.2426796,Las Vegas
Tacos La Mexicana,3.5,59,36.1229755,-115.2090921,Las Vegas
Pacos Tacos and Grill,3.5,3,36.146559,-115.1000216,Las Vegas
Valerio's Bakery,2.5,16,36.0646979,-115.2508405,Las Vegas
Abra-ca-sexy! Scarlett,3.5,3,36.1356534,-115.1615056,Las Vegas
Hot Dog Haus,4.0,14,36.1439997,-115.146423,Las Vegas
RA Sushi Bar Restaurant,3.5,903,36.127797,-115.168692,Las Vegas
Fiiz Drinks Las Vegas,4.5,57,36.1140235,-115.3056893,Las Vegas
Starbucks,2.5,203,36.08418521,-115.1510014,Las Vegas
Wetzel's Pretzels,3.5,17,36.116928,-115.185816,Las Vegas
"Roy's Liquor, Wine & Cigars",4.5,43,36.128932,-115.314545,Las Vegas
Omoide Noodles & Bowls,4.0,510,36.0477111,-115.243547,Las Vegas
Subway Restaurants,3.0,15,36.0410197,-115.1167131,Las Vegas
Teuscher Chocolates,3.5,7,36.1107323,-115.1722365,Las Vegas
Flavor Flav's House of Flavor,2.5,61,36.128998,-115.137672,Las Vegas
Village Pub and Grill,3.5,151,36.086007,-115.140102,Las Vegas
Ghirardelli Ice Cream & Chocolate Shop,4.0,231,36.1176550639,-115.1698434596,Las Vegas
Rosati's,3.0,333,36.306775,-115.2790394,Las Vegas
Laos Market,4.5,47,36.1761819,-115.1368979,Las Vegas
Smokenvegas Hookah Lounge,1.0,8,36.0121606516,-115.1527650654,Las Vegas
Stir Krazy Mongolian Grill,4.0,280,36.0789113018,-115.1024759933,Las Vegas
Canyon Ranch Spa + Fitness,3.5,587,36.1229174,-115.1685253,Las Vegas
Blue Agave Cantina,3.0,4,36.2015702,-115.1951924,Las Vegas
Promoter Now,5.0,23,36.163486,-115.1465665976,Las Vegas
Xo Chinese Food,3.5,233,36.0209225,-115.2675521,Las Vegas
Berns Music School,3.5,3,36.0944983,-115.1190599,Las Vegas
Petra Greek Taverna,3.0,80,36.1666763,-115.2870302,Las Vegas
Grand China Fine Chinese Cuisine,2.5,13,36.2619696,-115.2477498,Las Vegas
Dotty's 38,2.5,3,36.0319002063,-115.2439776646,Las Vegas
Circle K,2.5,15,36.083803,-115.03298,Las Vegas
Old Vegas Tavern,4.0,26,36.129929133,-115.0905663002,Las Vegas
Wing King,4.0,611,36.1122018,-115.2980657,Las Vegas
Spicy Mama,3.5,46,36.1112236558,-115.2417426301,Las Vegas
Angelina's Pizzeria - Charleston,2.5,189,36.1580822694,-115.0470828858,Las Vegas
Meowee Wowee Vegas,5.0,3,36.0593521,-115.169989,Las Vegas
Rubio's Coastal Grill,3.5,26,36.0543718,-115.2435135,Las Vegas
Fuso Nightclub,3.0,5,36.0801675,-115.1827558,Las Vegas
Gina's Bistro,4.5,188,36.1128802,-115.2786224,Las Vegas
Little Caesars Pizza,2.0,17,36.195833,-115.06277,Las Vegas
Jack in the Box,3.0,43,36.1964629,-115.2582134306,Las Vegas
Viva Salsa,4.5,14,36.1337103,-115.0850568,Las Vegas
PublicUs,4.5,1121,36.1657411,-115.1329505,Las Vegas
Thai Grill,4.0,79,36.1941506,-115.2061228,Las Vegas
808 Sushi,4.0,543,36.0529679,-115.2799153,Las Vegas
Piranha Nightclub,3.0,397,36.105471,-115.151648,Las Vegas
Rum Runner Boulder,3.5,30,36.0788224,-115.0271288,Las Vegas
Sweet Tomatoes,3.5,312,36.197249,-115.24065,Las Vegas
Starbucks,2.5,21,36.08637793,-115.1377086,Las Vegas
Big Ern's BBQ,4.0,3,36.2015702,-115.1951924,Las Vegas
Avalanche Shave Ice,4.5,15,36.108111,-115.136431,Las Vegas
Apothec Living,4.5,5,36.1493758,-115.3338077,Las Vegas
BBQ King,3.0,121,36.1259475,-115.2189011,Las Vegas
Happy Earth Market,5.0,5,36.1411228351,-115.1426478233,Las Vegas
ReBAR,4.5,166,36.156507104,-115.1535546407,Las Vegas
Sammy's Woodfired Pizza And Grill,3.0,185,36.0804736858,-115.1355851517,Las Vegas
Fresh Attractions World Market Flavors,1.0,5,36.0797665,-115.127809,Las Vegas
Cabo Mexican Restaurant,2.5,41,36.1427509242,-115.1739393245,Las Vegas
Hamptons,4.0,319,36.166724,-115.286473,Las Vegas
YourWay Breakfast and Lunch,3.5,4,36.194566,-115.2246937,Las Vegas
Don Tortaco Mexican Grill,3.0,35,36.0410768958,-115.1354939863,Las Vegas
Downtown Las Vegas Events Center,3.0,60,36.168669,-115.144651,Las Vegas
Che Inka Chicken,3.5,19,36.1635637,-115.244522,Las Vegas
Rachel's Kitchen,4.0,435,36.1288897304,-115.3146240586,Las Vegas
H2 EAU,3.5,14,36.1265059261,-115.1710510254,Las Vegas
Al Madina Halal Family Restaurant,4.0,87,36.1313155,-115.2071536,Las Vegas
Jack in the Box,3.0,42,36.074447,-115.1734140515,Las Vegas
Hypnosis Unleashed,3.5,6,36.1107749,-115.1721858,Las Vegas
Buldogis Gourmet Hot Dogs,4.5,942,36.1470835,-115.2982993,Las Vegas
GoGo Karaoke Room,5.0,247,36.106622,-115.136342,Las Vegas
La Pasticceria,4.0,5,36.1046092,-115.1760289,Las Vegas
Walgreens,3.0,33,36.132668,-115.16398,Las Vegas
El Gordito,4.0,18,36.09989,-115.2210814,Las Vegas
Josies Frozen Yogurt,4.0,10,36.012572,-115.156332,Las Vegas
The Crêpe Express Food Truck,4.5,3,36.1683449,-115.2659777,Las Vegas
Havana Grill,3.5,468,36.0281629,-115.1149075,Las Vegas
The Modern Vegan,4.0,835,36.1059933,-115.1491273,Las Vegas
The Sandy Crab,4.5,103,36.1586808,-115.2367199,Las Vegas
Pink Box Doughnuts,2.0,10,36.0687080029,-115.176985952,Las Vegas
Raising Cane's,4.0,335,36.058716,-115.2433335,Las Vegas
Auntie Anne's,2.5,22,36.1648071368,-115.1575813576,Las Vegas
Garionban,4.0,132,36.1259897637,-115.2024704218,Las Vegas
Home Plate Grill & Bar,4.0,145,36.0573465,-115.1755301,Las Vegas
MVP's Sports Lounge,4.0,18,36.1013415,-115.2264336,Las Vegas
Cefiore,3.5,136,36.054208,-115.242188,Las Vegas
Koi Restaurant,3.5,685,36.110525,-115.172247,Las Vegas
Purple Reign - THE Prince Tribute Show,4.5,337,36.0996345,-115.1713579,Las Vegas
Torino's Sports Pub & Restaurant,2.5,3,36.1153098,-115.2176774,Las Vegas
Smokey Mountain BBQ,2.5,3,36.055363,-115.225306,Las Vegas
Parlour Bar & Lounge,4.0,47,36.169109,-115.138829,Las Vegas
Downtown Summerlin Farmers Market,3.5,46,36.1498781,-115.3330219,Las Vegas
Panda Express,2.5,20,36.1739948,-115.0797033,Las Vegas
Rose's Dipped Delights,5.0,7,36.071043,-115.131941,Las Vegas
Walgreens,1.5,55,36.143818,-115.0646701,Las Vegas
Buy Legal Meds - CBD Dispensary,4.0,58,36.1003851,-115.2092021,Las Vegas
Taste A Chi-town Eatery,3.5,22,36.2713432501,-115.2600896358,Las Vegas
Empire Ballroom,2.5,9,36.1050296,-115.1724485,Las Vegas
Frozen Frog,4.5,151,36.2963897321,-115.2887959778,Las Vegas
Azuza Hookah & Fine Teas,3.5,20,36.1591404,-115.2327243,Las Vegas
Nigerian Cuisine,3.0,60,36.0986458,-115.1360641,Las Vegas
No. 1 Boba Tea,4.0,106,36.1973799,-115.2578742,Las Vegas
San Salvador Restaurant,3.5,46,36.2030919,-115.240856,Las Vegas
Sugar's,4.0,36,36.1218076,-115.3143035,Las Vegas
Wingstop,3.0,189,36.1179083858,-115.1371387043,Las Vegas
Rare 120,3.0,75,36.1295416,-115.1325897,Las Vegas
Cedars Restaurant,4.0,5,36.1087848,-115.1370794,Las Vegas
B & B Station,3.0,5,36.0242597,-115.1732142,Las Vegas
Tomi Ramen,4.5,181,36.1452628,-115.1766418,Las Vegas
Wienerschnitzel,3.0,36,36.1152023,-115.0719214,Las Vegas
Pink Box,3.5,35,36.1107037,-115.2786276,Las Vegas
24 Seven Cafe,3.0,177,36.1142031458,-115.1944367728,Las Vegas
Dewar's Clubhouse,1.5,9,36.085598615,-115.1347856885,Las Vegas
7-Eleven,3.5,13,36.1143976948,-115.2885653079,Las Vegas
Sin City Brewing,4.0,90,36.110888,-115.17217,Las Vegas
Lucky's Restaurant,3.0,4,36.1319374136,-115.1520218449,Las Vegas
Menchie's Frozen Yogurt,3.5,53,36.1448691018,-115.3330940606,Las Vegas
Island Pacific Supermarket,3.5,130,36.1010606055,-115.2804628273,Las Vegas
Pizza Zazza,4.0,4,36.167515931,-115.138568686,Las Vegas
La Parrilla,3.0,8,36.1130431,-115.1194493,Las Vegas
California Pizza Kitchen at Summerlin,3.5,297,36.151547,-115.331923,Las Vegas
Starbucks,2.0,121,36.102451,-115.173808,Las Vegas
The Goodwich,4.0,144,36.0546542,-115.2621343,Las Vegas
I Love Burgers,3.0,616,36.123596,-115.168049,Las Vegas
Froggies Snow Cone Shack,5.0,21,36.0070206,-115.1462553,Las Vegas
Nozomi Sushi,3.5,141,36.1596729161,-115.1720037505,Las Vegas
Made in Argentina,5.0,114,36.0958261,-115.1892402,Las Vegas
The Human Bean,4.5,88,36.0919498,-115.2982591,Las Vegas
Pizza Guys,2.0,6,36.232243,-115.250984,Las Vegas
Roberto's Taco Shop,2.5,55,36.161433,-115.244317,Las Vegas
Don Tortaco Mexican Grill,2.5,172,36.021245,-115.266568,Las Vegas
Quickee Burgers,2.5,3,36.1714276,-115.2450798,Las Vegas
Tacos La Carreta,4.5,74,36.1154418446,-115.288565808,Las Vegas
El Pollo Loco,3.0,89,36.0138907,-115.1536669,Las Vegas
Santos Guisados Tacos & Beer,4.5,188,36.1674011,-115.1394534,Las Vegas
Hard Rock Live,3.5,38,36.1042370414,-115.1725342085,Las Vegas
Bleu Gourmet,4.0,7,36.1584817,-115.2857741,Las Vegas
Tonkatsu Kiyoshi,4.5,598,36.0479852,-115.2244319,Las Vegas
Margaritaville,3.5,19,36.117162,-115.172416,Las Vegas
Imperial Hawaiian Luau,2.0,4,36.11829,-115.172535,Las Vegas
Govinda's Vegan Buffet,5.0,35,36.0293379,-115.134253,Las Vegas
Aroma Cuisine of the World/Oscar Catering,5.0,28,36.115157,-115.2320144,Las Vegas
Cupkates,4.5,84,36.1673026,-115.2868331,Las Vegas
El Cordobes,4.5,36,36.1010948,-115.0633264,Las Vegas
Port of Subs,3.0,25,36.240979,-115.1592072,Las Vegas
Red Robin Gourmet Burgers and Brews,3.0,426,36.27143,-115.2664871,Las Vegas
Walmart Neighborhood Market,2.5,53,36.22039118,-115.3243984998,Las Vegas
Hatari Restaurant & Sports Bar,4.0,20,36.1249276,-115.1354186,Las Vegas
Hawaiian Hale,4.0,17,36.145835,-115.1903726,Las Vegas
Jin Mee Korean BBQ,3.5,132,36.142541,-115.142182,Las Vegas
Rita Rudner,3.5,13,36.1229174,-115.1685253,Las Vegas
Skybox Sports Bar & Grill,3.0,66,36.128561,-115.1711298,Las Vegas
Tropical Smoothie Cafe,2.5,79,36.1596049936,-115.2330456536,Las Vegas
Mingo Kitchen & Lounge,4.0,276,36.1598867,-115.1520224,Las Vegas
Dolphin Bar,4.0,10,36.1212806702,-115.1722869873,Las Vegas
Sea Harbour Seafood Restaurant,3.0,3,36.1598136,-115.2407393,Las Vegas
Capriotti's Sandwich Shop,3.0,70,36.0220196338,-115.117877614,Las Vegas
Garrett Popcorn Shops,4.5,267,36.1096038,-115.1723076,Las Vegas
Nook Express,3.0,29,36.118233,-115.170996,Las Vegas
Country Club,4.0,267,36.12672,-115.163553,Las Vegas
Blue Ribbon Fried Chicken - Grand Bazaar,4.0,512,36.1143022,-115.1722698,Las Vegas
Bonanza Gift Shop,3.0,202,36.1442185,-115.1571121,Las Vegas
retroscena,5.0,3,36.1692398,-115.1400789,Las Vegas
Steak & Spud Factory,3.5,22,36.1259335,-115.1352534,Las Vegas
The Lift,3.0,9,36.1350457,-115.1908354,Las Vegas
Moxie Java,4.0,4,36.1672003399,-115.1460599605,Las Vegas
Custom Built Pizza,4.5,195,36.114442,-115.308663,Las Vegas
Ben & Jerry's,3.5,5,36.1132622,-115.1727864,Las Vegas
Viva Las Arepas,4.5,1569,36.1518972,-115.1525341,Las Vegas
Rosen Club,4.5,3,36.1408418,-115.1430498,Las Vegas
Assa Karaoke,5.0,38,36.143269,-115.144194,Las Vegas
Red Rock Springs Water,5.0,39,36.1452402151,-115.2966103255,Las Vegas
Graeter's,3.0,8,36.1162194,-115.1745719,Las Vegas
LVH - Las Vegas Hotel & Casino,2.5,944,36.1362575,-115.1512526,Las Vegas
Burgerim,3.5,94,36.0495606997,-115.2434974374,Las Vegas
Sons of Cakery Las Vegas,5.0,10,36.0612353,-115.2896852,Las Vegas
Angie's Soul Food Kitchen,3.5,87,36.122658,-115.1449902,Las Vegas
MTO Café,3.5,394,36.1509330727,-115.332768043,Las Vegas
ALIBI Ultra Lounge,3.0,139,36.1074417493,-115.1770343687,Las Vegas
Radio City Pizzeria,3.5,58,36.1684421,-115.2869756,Las Vegas
Marc Savard Comedy Hypnosis,4.0,261,36.1107293748,-115.1725074446,Las Vegas
BurgerIM,4.0,119,36.2967860416,-115.2884050301,Las Vegas
Hollywood Noodle Thai Cuisine,3.5,40,36.0576725978,-115.1579487696,Las Vegas
Espee's Gourmet Tamales,3.0,8,36.111402,-115.279414,Las Vegas
RubySnap,4.5,9,36.0537270147,-115.2659777,Las Vegas
Evo Cafe,4.0,17,36.1266879,-115.2150735,Las Vegas
Jersey Mike's Subs,4.0,83,36.0561179764,-115.2812256198,Las Vegas
Nekter Juice Bar,3.5,114,36.19185,-115.3053811,Las Vegas
Sid's Cafe,3.0,243,36.1362575,-115.1512526,Las Vegas
"Downtown Grand Hotel & Casino, an Ascend Hotel Collection Member",3.5,998,36.1724073419,-115.1418440671,Las Vegas
In-N-Out Burger,4.5,73,36.144806642,-115.3134672716,Las Vegas
Felix Hot Dog Taco Shop,4.5,7,36.1524766,-115.1519918,Las Vegas
Bangkok 9,2.5,13,36.2177628,-115.2423923,Las Vegas
Showgirl Video,3.0,18,36.1622224,-115.1447312,Las Vegas
Chick-fil-A,4.0,390,36.1447325,-115.1726224,Las Vegas
La Casa Cigars & Lounge,4.0,155,36.1666888,-115.28721,Las Vegas
Nothing Bundt Cakes,4.5,95,36.2651191,-115.2592634,Las Vegas
