Backyard Taco,"Mexican, Restaurants, Food",1362,AZ,4.5,33.4227198,-111.7982123,Mesa,1362
Hash Kitchen,"Breakfast & Brunch, Restaurants",1346,AZ,4.5,33.319931758,-111.8902473897,Chandler,1346
Yard House,"Asian Fusion, Vegetarian, Restaurants, Cocktail Bars, Bars, American (Traditional), American (New), Nightlife, Steakhouses, Seafood, Beer Bar, Wine Bars",1075,AZ,3.5,33.534123,-112.261268,Glendale,1075
Texas de Brazil,"Brazilian, Gluten-Free, Restaurants, Buffets, Steakhouses",987,TX,4.0,36.0701358,-115.1753479,Dallas,987
Fox Smokehouse Bbq,"Caterers, Restaurants, Event Planning & Services, Barbeque, American (Traditional), Burgers",960,NV,4.5,35.9717498,-114.8458477,Boulder City,960
Melt Bar and Grilled,"Pubs, Bars, Sandwiches, Nightlife, Comfort Food, Restaurants, American (Traditional)",926,OH,4.0,41.485336,-81.799077,Lakewood,926
Black Dog Smoke & Ale House,"Barbeque, Restaurants, American (Traditional), Bars, Nightlife, Pubs",831,IL,4.5,40.1138182155,-88.2076892527,Urbana,831
Old School Pizzeria,"Pizza, Italian, Restaurants, American (Traditional)",815,NV,4.5,36.240227,-115.120791,North Las Vegas,815
Flavors of Louisiana,"Cajun/Creole, Restaurants",813,AZ,4.5,33.460355297,-112.335500402,Avondale,813
El Encanto,"Restaurants, Mexican",788,AZ,3.5,33.8322125,-111.9455063,Cave Creek,788
State 48 Brewery,"Nightlife, Bars, Food, Pubs, Restaurants, Fish & Chips, American (New), Pizza, Gastropubs, Breweries",717,AZ,3.5,33.6382373275,-112.3578000069,Surprise,717
Haymaker Peoria,"American (New), Bars, Breakfast & Brunch, Nightlife, Restaurants, American (Traditional), Burgers, Barbeque",713,AZ,4.0,33.7086174,-112.2731506,Peoria,713
DESTIHL Restaurant & Brew Works,"Gluten-Free, Food, American (New), Restaurants, Breweries, Beer, Wine & Spirits, Breakfast & Brunch, Brewpubs",712,IL,4.0,40.1183372538,-88.2437766095,Champaign,712
Smash Kitchen & Bar,"Seafood, Comfort Food, Restaurants, American (Traditional)",697,ON,4.0,43.85912,-79.31473,Unionville,697
The Blue Door Cafe & Bakery,"Modern European, American (New), Cafes, Seafood, Bakeries, Breakfast & Brunch, Restaurants, French, Food",641,OH,4.5,41.1342121,-81.5089772,Cuyahoga Falls,641
Fat Heads Brewery and Saloon,"Food, Breweries, Brewpubs, American (Traditional), Restaurants",640,OH,4.0,41.426338,-81.8942255,North Olmsted,640
Kaka All You Can Eat,"Sushi Bars, Japanese, Restaurants",638,ON,3.0,43.8485401524,-79.3485477355,Markham,638
Crave American Kitchen & Sushi Bar,"Restaurants, Sushi Bars, Food, Desserts, American (New), Gluten-Free",623,NV,3.0,36.1510974636,-115.3328087367,Summerlin,623
Saddle Mountain Brewing Company,"American (Traditional), Gastropubs, Bars, Nightlife, Food, Restaurants, Breweries",616,AZ,4.0,33.4565678849,-112.3955378188,Goodyear,616
Choolaah Indian BBQ,"Fast Food, Vegetarian, Restaurants, Vegan, Indian",614,OH,4.5,41.4615664,-81.4870631,Orange Village,614
The Pump House,"Bars, Nightlife, American (New), Restaurants, Southern",614,SC,4.0,34.983887,-80.973208,Rock Hill,614
Melt Bar and Grilled,"Sandwiches, Pubs, American (Traditional), Food, Beer, Wine & Spirits, Comfort Food, Restaurants, Nightlife, Bars",611,OH,4.0,41.3941325081,-81.6446144208,Independence,611
The Cheesecake Factory,"Food, Desserts, Restaurants, Burgers, Pizza, American (Traditional), Salad",606,ON,3.0,43.7265830523,-79.4534846771,North York,606
Elements,"Asian Fusion, Breakfast & Brunch, Hotels & Travel, Resorts, American (New), Venues & Event Spaces, Restaurants, Event Planning & Services",594,AZ,4.0,33.5224085783,-111.9596186355,Paradise Valley,594
The Smoke Pit,"Restaurants, American (Traditional), Barbeque, Cafeteria",587,NC,4.5,35.4219555,-80.6144356,Concord,587
The Flipside Cafe,"Comfort Food, American (New), Breakfast & Brunch, Cafes, Coffee & Tea, Restaurants, Food, Southern",584,SC,4.5,35.0777216,-80.934358,Fort Mill,584
Kabab-Je Rotisserie & Grille,"Middle Eastern, Restaurants, Mediterranean, Vegan, Lebanese",557,NC,4.5,35.1281898,-80.7022409,Matthews,557
Dragon Boat Fusion Cuisine,"Restaurants, Asian Fusion, Dim Sum, Chinese",537,ON,3.5,43.8488029,-79.3765566,Richmond Hill,537
Melt Bar and Grilled,"Vegan, Bars, American (Traditional), Comfort Food, Nightlife, Sandwiches, Restaurants",532,OH,4.0,41.5015119824,-81.5562953178,Cleveland Heights,532
"Hello, Sailor","Dive Bars, Nightlife, Burgers, Sports Bars, Bars, Sandwiches, Seafood, Restaurants, Salad",529,NC,3.5,35.4875754,-80.888148,Cornelius,529
OEB Breakfast Co. | Bridgeland,"Restaurants, Breakfast & Brunch",512,AB,4.5,51.0531605,-114.0440987,Calgary,512
B Spot,"Burgers, Salad, Restaurants, American (New), Bars, Nightlife, Beer Bar",508,OH,3.5,41.4632281017,-81.4763364023,Woodmere,508
Kindred Restaurant,"American (New), Restaurants, Nightlife, Bars, Diners, Cocktail Bars",495,NC,4.5,35.499909804,-80.8483528619,Davidson,495
Duckworths Grill & Taphouse,"Restaurants, Nightlife, Sports Bars, Chicken Wings, Gastropubs, American (Traditional), Bars, Cheesesteaks",473,NC,4.0,35.440001,-80.867257,Huntersville,473
Guru Lukshmi,"Indian, Restaurants",471,ON,4.0,43.639331702,-79.7159669611,Mississauga,471
Nellie's Southern Kitchen,"Soul Food, Southern, Restaurants, Nightlife, Breakfast & Brunch, Arts & Entertainment, Music Venues",471,NC,3.5,35.2435405,-81.0374035,Belmont,471
Bakn,"Burgers, Breakfast & Brunch, Restaurants, Coffee & Tea, Food",453,PA,4.0,40.4095966199,-80.0834494829,Carnegie,453
Ground Control,"Restaurants, Food, Gastropubs, Coffee & Tea, Coffee Roasteries, Beer, Wine & Spirits, Ice Cream & Frozen Yogurt, Pizza",449,AZ,3.5,33.507094,-112.358767,Litchfield Park,449
Webb Custom Kitchen,"Bars, Nightlife, American (New), Restaurants, Steakhouses, Cocktail Bars",447,NC,4.5,35.2624752,-81.1836637,Gastonia,447
The Oak Barrel,"Restaurants, Gastropubs, Bars, American (New), Nightlife, Brasseries, Pubs",444,OH,4.0,41.399805723,-81.6257270298,Valley View,444
Bonchon - SW Las Vegas,"Korean, Asian Fusion, Restaurants, Chicken Wings",435,NV,3.5,36.0717327,-115.2429631,South Las Vegas,435
Sanremo Bakery,"Food, Coffee & Tea, Bakeries, Delis, Italian, Restaurants",403,ON,4.5,43.6185225,-79.4996952,Etobicoke,403
Oakmont Bakery,"Restaurants, Cupcakes, Donuts, Food, Bakeries",403,PA,4.5,40.5256827,-79.8423537,Oakmont,403
Sapori D'Italia,"Restaurants, Pizza, Italian",394,AZ,4.5,33.594963,-111.713364,Fountain Hills,394
Creek Side Taco Shack,"Restaurants, Mexican, Tacos",380,AZ,3.5,33.262859397,-111.6689742307,Queen Creek,380
The Brew Kettle,"Restaurants, Pubs, Bars, Nightlife, Breweries, American (Traditional), Food, Sports Bars",371,OH,4.0,41.3470983,-81.8223539,Strongsville,371
Burgatory,"Restaurants, Burgers, Food, Nightlife, Beer Bar, Bars, Cocktail Bars, American (Traditional), Juice Bars & Smoothies, American (New)",366,PA,4.0,40.4071527935,-79.9177637822,Homestead,366
SCADDABUSH Italian Kitchen & Bar,"Nightlife, Food, Beer, Wine & Spirits, Wine Bars, Bars, Restaurants, Italian",360,ON,3.5,43.5933827,-79.6486755,Missisauga,360
SongCook's,"Japanese, Chinese, Korean, Restaurants",355,ON,4.0,43.7984081459,-79.4222626441,Vaughan,355
131 MAIN Restaurant,"Restaurants, American (New), American (Traditional), Seafood, Steakhouses",352,NC,4.0,35.034145,-80.808977,Blakeney,352
Franktuary,"Poutineries, Restaurants, Hot Dogs, Vegetarian",349,PA,3.5,40.467054,-79.96398,Lower Lawrenceville,349
Tortas Chano,"Restaurants, Mexican",343,AZ,4.0,33.844328,-112.133957,Anthem,343
Yard House,"Restaurants, Nightlife, Bars, American (New), Vegetarian",343,OH,4.0,41.4611317195,-81.9515731776,Westlake,343
Udipi Cafe,"Indian, Pakistani, Restaurants",338,PA,4.0,40.443403,-79.790422,Monroeville,338
Waldhorn Restaurant,"Event Planning & Services, German, Bars, Nightlife, Venues & Event Spaces, Party & Event Planning, Wine Bars, Beer Bar, Restaurants",334,NC,4.0,35.0764781,-80.8823561,Pineville,334
Cupz N' Crepes,"Desserts, Food, Creperies, Restaurants, Coffee & Tea",332,AZ,4.0,33.3058597,-111.9913269,Ahwatukee,332
Pho Sing Sing,"Restaurants, Vietnamese",330,NV,4.0,36.1431042,-115.2419443,Las  Vegas,330
Bomba Tacos & Rum,"Latin American, Restaurants, Tacos, Mexican",327,OH,3.5,41.480194,-81.841648,Rocky River,327
Stash Café,"Restaurants, Polish",321,QC,4.5,45.502654,-73.555256,Montreal,321
Corky and Lenny's,"Breakfast & Brunch, Restaurants, Sandwiches, Salad, Caterers, Delis, Event Planning & Services",320,OH,3.5,41.4633121,-81.4878242,Woodmere Village,320
Ten-Ichi Japanese Restaurant,"Japanese, Restaurants, Sushi Bars",313,ON,3.5,43.7915878,-79.2509165,Scarborough,313
Southside Diner,"Food, Coffee & Tea, Breakfast & Brunch, American (New), Restaurants, Diners",307,OH,4.5,41.36356,-81.760632,Parma,307
Seoul Garden,"Restaurants, Korean, Barbeque, Buffets",307,OH,4.5,41.4171998,-81.7301328,Parma,307
El Arepazo Y Pupuseria,"Latin American, Colombian, Restaurants, Salvadoran",305,OH,4.5,41.4378589592,-81.8729844689,Fairview Park,305
Flip Side,"Juice Bars & Smoothies, Beer, Wine & Spirits, Restaurants, Bars, Sandwiches, Burgers, Nightlife, Food",297,OH,4.0,41.2413758853,-81.4427446796,Hudson,297
The Rail - Akron,"Pubs, Burgers, American (Traditional), Sandwiches, Food, American (New), Beer, Wine & Spirits, Bars, Restaurants, Nightlife",295,OH,4.0,41.1341641451,-81.6174481153,Fairlawn,295
OTB At the Boathouse,"American (Traditional), Restaurants, Sandwiches, Vegetarian, American (New)",295,PA,3.5,40.6046132195,-80.007391423,Allison Park,295
Piggy's,"Barbeque, Soup, Restaurants, Korean",293,ON,3.5,43.805548,-79.420057,Thornhill,293
Mabel's BBQ,"Breakfast & Brunch, Barbeque, Restaurants",292,NV,4.0,36.1141275,-115.1965118,4321 W Flamingo Rd,292
Swensons Drive-In,"Food, Burgers, Sandwiches, Fast Food, Desserts, Restaurants",289,OH,4.5,41.1145312,-81.495662,Akron,289
Liliana's Restaurant,"Restaurants, Cajun/Creole, Bars, Caterers, Event Planning & Services, Gluten-Free, Nightlife, Vegetarian, Cocktail Bars",289,WI,3.5,43.0153015,-89.4301101,Fitchburg,289
Bonnie Springs Ranch,"Zoos, Vacation Rentals, Horseback Riding, Active Life, Museums, Public Services & Government, Landmarks & Historical Buildings, Arts & Entertainment, Hotels & Travel, Pets, Event Planning & Services, Animal Shelters, Party & Event Planning, Venues & Event Spaces, Restaurants",288,NV,3.5,36.0589679524,-115.4529676196,Blue Diamond,288
Hubbard Avenue Diner,"Restaurants, American (New), Diners",286,WI,3.5,43.0951779,-89.5106435,Middleton,286
Spoonful,"Restaurants, Seafood, Sushi Bars, Buffets",283,ON,3.0,43.667819,-79.738754,Brampton,283
Granite City Food & Brewery,"Food, American (Traditional), Breweries, Restaurants, Breakfast & Brunch",280,OH,2.5,41.5032381148,-81.5040938283,Lyndhurst,280
Carolina Ale House,"American (New), American (Traditional), Bars, Restaurants, Nightlife, Sports Bars, Burgers",279,NC,2.5,35.3742776147,-80.7304715744,Concord Mills,279
The Grumpy Troll,"American (Traditional), Pizza, Restaurants, Breweries, Sandwiches, Brewpubs, Desserts, Food, Burgers",276,WI,4.0,43.0080881,-89.7381241,Mount Horeb,276
Taqueria La Unica,"Mexican, Restaurants",275,NC,4.5,35.0678367,-80.6775554,Indian Trail,275
Bar Symon,"American (Traditional), Burgers, Food, Bars, Nightlife, Cafes, Restaurants",272,PA,3.5,40.4947059152,-80.2461712328,Coraopolis,272
Mike's Place,"American (Traditional), Bistros, Restaurants, Breakfast & Brunch",269,OH,3.5,41.1339309,-81.3546164,Kent,269
Río Mirage Café y Cantina,"Tex-Mex, Restaurants, Mexican",267,AZ,4.0,33.6174141,-112.3243235,El Mirage,267
Kintaro Sushi & Hot Pot,"Asian Fusion, Japanese, Hot Pot, Restaurants, Sushi Bars",264,OH,4.0,41.4246403,-81.7360534,Brooklyn,264
Oak and Embers Tavern,"Beer Bar, Bars, Nightlife, Restaurants, Barbeque",262,OH,4.0,41.521822,-81.355998,Chesterland,262
English Rose Tea Room,"Food, British, Tea Rooms, Restaurants",262,AZ,4.5,33.824936,-111.923786,Carefree,262
Primanti Bros,"Chicken Wings, Restaurants, American (Traditional), American (New), Sports Bars, Pizza, Nightlife, Bars, Sandwiches",255,PA,3.5,40.506615,-80.2227049,Moon Township,255
Geraci's Restaurant,"Pizza, Italian, Restaurants",255,OH,3.5,41.4982162,-81.5367861,University Heights,255
BJ's Restaurant & Brewhouse,"Pubs, American (New), Nightlife, Restaurants, Bars, Pizza",250,PA,3.5,40.345052,-80.055458,Upper Saint Clair,250
The Olde Yorke,"British, Restaurants, Seafood, Fish & Chips",250,ON,4.5,43.7062388,-79.3621045,East York,250
Strip,"American (Traditional), Restaurants, Steakhouses",241,OH,4.0,41.453573,-82.033843,Avon,241
Line Thai Restaurant,"Thai, Restaurants",238,AZ,4.0,33.637504,-112.270825,Sun City,238
Famous Toastery,"American (Traditional), Event Planning & Services, Breakfast & Brunch, Restaurants, Sandwiches, Food, Burgers, Caterers, Bagels, Coffee & Tea, Salad",235,SC,4.0,35.047191135,-80.9908684123,Tega Cay,235
Willoughby Brewing Co.,"American (Traditional), Breweries, Restaurants, Food",235,OH,3.5,41.6414805204,-81.4055988193,Willoughby,235
Swad,"Indian, Restaurants",233,WI,4.5,43.0540864,-89.3261056,Monona,233
TWIISTED Burgers & Sushi,"American (New), Sushi Bars, Burgers, Bars, American (Traditional), Nightlife, Restaurants, Breakfast & Brunch",230,OH,4.0,41.153419,-81.864609,Medina,230
Bahama Breeze,"Laotian, Latin American, American (New), Nightlife, Restaurants, Seafood, Caribbean, Bars",227,OH,3.0,41.4554605666,-81.4896052103,Beachwood,227
Memphis BBQ,"Barbeque, American (Traditional), Restaurants",221,ON,4.5,43.789337,-79.587131,Woodbridge,221
Pickle Bill's Lobster House,"Bars, Nightlife, Beer, Wine & Spirits, Seafood, Food, Restaurants, American (Traditional), Dive Bars, Steakhouses",220,OH,3.0,41.7422812666,-81.2812566164,Grand River,220
Mimi Forno Italiano,"Pizza, Restaurants, Italian",219,AZ,4.5,33.3789714,-112.1368136,laveen,219
Buck & Honeys,"Breakfast & Brunch, Bars, Venues & Event Spaces, American (Traditional), Wine Bars, Nightlife, Restaurants, Steakhouses, Event Planning & Services",217,WI,3.5,43.199587,-89.226091,Sun Prairie,217
Peppermint Thai Cuisine,"Restaurants, Thai",217,OH,4.0,41.462942,-81.461824,Pepper Pike,217
Superior Motors,"American (Traditional), Gastropubs, American (New), Restaurants, Food",216,PA,4.0,40.3977638,-79.8604602,Braddock,216
Pasta Too,"Specialty Food, Italian, Restaurants, Pasta Shops, Food",216,PA,3.5,40.3305723115,-80.0223873287,Bethel Park,216
Maxwell's Tavern,"American (Traditional), Greek, Southern, Restaurants",216,NC,4.0,34.9246135,-80.7430295,Waxhaw,216
Tree Huggers Cafe,"Local Flavor, Restaurants, American (New), Vegetarian, American (Traditional), Greek, Mexican",213,OH,3.5,41.3738834,-81.8918779,Berea,213
Melt Bar and Grilled,"American (New), Beer, Wine & Spirits, Sandwiches, Comfort Food, American (Traditional), Restaurants, Food",211,OH,4.0,41.6516659,-81.3807544,Mentor,211
Made In Mexico,"Restaurants, Mexican",211,ON,3.5,44.0536911,-79.4573212,Newmarket,211
M Italian,"Restaurants, Italian, Pizza, Diners",208,OH,3.5,41.4323665,-81.3934887,Chagrin Falls,208
Walter's Southern Kitchen,"Barbeque, Southern, Breakfast & Brunch, Restaurants",207,PA,3.5,40.4725486,-79.959423,Lawrenceville,207
Copper Premium Pub,"Restaurants, Burgers, Bars, Sandwiches, Pubs, Mexican, Nightlife",207,SC,4.0,35.116159911,-81.0552788526,Clover,207
Blue Canyon Kitchen & Tavern,"Restaurants, American (Traditional), American (New)",206,OH,3.5,41.312851,-81.4555928,Twinsburg,206
Flour Italian Kitchen,"Restaurants, Bars, Italian, Wine Bars, Nightlife",204,OH,3.5,41.455111,-81.443116,Moreland Hills,204
Chillfire Bar & Grill,"Bars, Nightlife, Steakhouses, Beer, Wine & Spirits, Food, American (New), Restaurants",203,NC,4.0,35.4451199,-80.9963911,Denver,203
Dunwellz,"Burgers, Restaurants, Sandwiches",202,NC,4.0,35.1721774,-80.6627336,Mint Hill,202
Beverly on Main,"Bars, Nightlife, Cocktail Bars, Restaurants, American (New)",201,AZ,4.0,33.4932189,-111.929765,Scottdale,201
Mad Mex - Robinson,"Tex-Mex, Restaurants, Mexican",199,PA,3.5,40.448973,-80.1646211,Robinson,199
Burntwood Tavern,"American (New), Restaurants",199,OH,3.5,41.3910684,-81.4398775,Solon,199
Mugsy Dogs,"American (Traditional), Hot Dogs, Restaurants, Food, Food Trucks, Fast Food, Burgers",198,AZ,4.0,33.2634958399,-111.7213661224,Higley,198
Los Chiludos,"Restaurants, Mexican",197,PA,4.5,40.2871578727,-80.1725844226,Canonsburg,197
Swensons Drive-In,"Fast Food, Desserts, Food, Restaurants, Burgers, Sandwiches",195,OH,4.5,41.3581061,-81.6841837,Seven Hills,195
Rumfish Grille,"Nightlife, Steakhouses, Seafood, Bars, Restaurants, American (Traditional)",192,PA,3.0,40.3683930071,-80.1065956659,Bridgeville,192
Papa Doc's Shore Club,"American (New), Seafood, Restaurants",190,SC,3.0,35.1069966,-81.0405927,Lake Wylie,190
The Cheesecake Factory,"Desserts, Restaurants, Seafood, Food, American (New), American (Traditional), Salad",188,PA,3.0,40.5445585,-80.0087394,Ross Township,188
Patron Mexican Grill,"Fast Food, Mexican, Restaurants",184,PA,3.5,40.6267065,-80.0555442,Wexford,184
Juniper Grill - Peters Township,"American (New), Bars, Nightlife, Restaurants, Food, Smokehouse, Southern",183,PA,3.5,40.268349,-80.129351,McMurray,183
Golden Pig,"Korean, Restaurants",183,PA,4.5,40.3278693217,-80.1884784177,Cecil,183
Uncle Bo's Slow-n-Low,"Restaurants, Barbeque, Southern, Sandwiches",182,OH,4.5,41.39445,-82.108396,Elyria,182
The Vic Bar + Kitchen,"Restaurants, American (New), Breakfast & Brunch",180,AZ,3.5,33.5131742393,-112.5119109525,Buckeye,180
New Asian Star,"Nightlife, Chinese, Restaurants, Food",179,AZ,4.0,33.4220352,-112.2721655,Tolleson,179
Wahlburgers,"Restaurants, Burgers, American (Traditional), American (New)",179,ON,2.5,43.6783346159,-79.6118242666,Tornto,179
J R Cash's Grill & Bar,"Restaurants, American (Traditional), Nightlife, Bars",177,NC,3.0,35.2732109419,-81.0153723134,Mount Holly,177
Express Deli,"Food, Wraps, Sandwiches, Delis, Restaurants",176,OH,5.0,41.4159006,-81.8029854,Brook Park,176
Crostatas Rustic Pizza,"Pizza, Restaurants, Italian",176,OH,4.5,41.552207,-81.478738,Highland Heights,176
Black Box Fix,"Food, Restaurants, Specialty Food, Food Delivery Services, Sandwiches, Ethnic Food, Event Planning & Services, Burgers, Caterers",174,OH,4.0,41.5032885,-81.5014104,lyndhurst,174
Restaurant Park,"Health Markets, Specialty Food, Sushi Bars, Food, Restaurants, Bakeries, Seafood, Coffee & Tea, Japanese, Asian Fusion",172,QC,4.0,45.4783516,-73.6029401,Westmount,172
The Slippery Mermaid,"Restaurants, Sushi Bars",171,PA,3.5,40.5388392,-80.1787282,Sewickley,171
Smoke Meat Pete,"Restaurants, Sandwiches, Delis, Nightlife, Jazz & Blues, Arts & Entertainment, Barbeque",171,QC,4.0,45.395813,-73.961316,L'Île-Perrot,171
Cenacolo Restaurant,"Restaurants, Italian",170,PA,4.5,40.311108,-79.724001,North Huntingdon,170
P.F. Chang's,"Chinese, Gluten-Free, Restaurants, Asian Fusion",168,PA,3.0,40.4071506495,-79.9160729349,West Homestead,168
Creekside Restaurant & Bar,"Restaurants, Bars, American (New), Cocktail Bars, Pizza, Nightlife",167,OH,3.5,41.3222428,-81.6260276,Brecksville,167
Burgatory,"Restaurants, Bars, Juice Bars & Smoothies, Food, Burgers, Cocktail Bars, American (New), Nightlife, Beer Bar",166,PA,4.0,40.4278278251,-79.7010137947,Murrysville,166
Harrisburg Family House,"American (Traditional), Restaurants, Italian, Greek",165,NC,3.5,35.320054,-80.667621,Harrisburg,165
Cafe Landwer,"Desserts, Cafes, Food, Restaurants, Diners, Coffee & Tea, Mediterranean, Breakfast & Brunch",164,ON,3.5,43.848944,-79.4599734,Maple,164
The Lone Girl Brewing Company,"Event Planning & Services, Nightlife, American (Traditional), Venues & Event Spaces, Food, American (New), Pubs, Bars, Restaurants, Breweries",164,WI,3.5,43.1917721102,-89.4542749669,Waunakee,164
Black Bear Diner,"Breakfast & Brunch, Restaurants, Diners, American (Traditional), Burgers",161,AZ,3.5,33.378342,-112.136328,Laveen,161
Waffle House,"Breakfast & Brunch, Restaurants, Diners, Waffles, American (Traditional)",160,AZ,3.0,33.3777627,-111.9664326,Guadalupe,160
Primanti Bros,"American (Traditional), Bars, Sandwiches, Restaurants, Nightlife, Sports Bars, American (New)",158,PA,3.5,40.355864,-80.04959,Mt. Lebanon,158
Sugar River Pizza,"Sandwiches, Italian, Comfort Food, Pizza, Salad, Restaurants, Specialty Food, Food, Pasta Shops",157,WI,4.0,42.9726372452,-89.5066787302,Verona,157
Narcisi Winery,"Wine Tasting Room, Arts & Entertainment, Food, Wineries, Restaurants, Flowers & Gifts, Shopping, Italian, Gift Shops",156,PA,3.5,40.6094286205,-79.8944464195,Gibsonia,156
Blackstrap BBQ,"Barbeque, Restaurants, Southern, Canadian (New), Sandwiches",155,QC,4.0,45.4596462,-73.5671386,Verdun,155
Cork & Cleaver Social Kitchen,"American (New), Restaurants, Local Flavor, Food",154,OH,4.0,41.3446,-81.684946,Broadview Heights,154
Anthony's Coal Fired Pizza,"Pizza, Restaurants, American (Traditional), Italian",154,PA,3.5,40.4381208892,-80.1464259305,Robinson Township,154
Matteo's Casual Italian,"Caterers, Cocktail Bars, Event Planning & Services, Nightlife, Italian, Wine Bars, Restaurants, Bars, Pizza",153,OH,4.0,41.3747475,-81.9017388,Olmsted Falls,153
Azul Bar Y Cantina,"Mexican, Restaurants",151,PA,3.5,40.5664905,-80.2102528,Leetsdale,151
Crispys Bar and Grill,"American (Traditional), Food, Beer, Wine & Spirits, American (New), Pubs, Nightlife, Bars, Restaurants",150,NC,4.5,35.4499762479,-80.6008656465,Kannapolis,150
Biagio's Donut Shop & Pizzeria,"Pizza, Donuts, Food, Restaurants",148,OH,4.5,41.6429367,-81.4352018,Eastlake,148
Tacos Mexicanos,"Restaurants, Mexican, Food, Latin American",147,OH,4.5,41.2994789758,-81.5176079312,Macedonia,147
Mi Ne Sushi,"Japanese, Restaurants, Food, Sushi Bars, Specialty Food, Ethnic Food",146,ON,4.5,44.018435,-79.447837,Aurora,146
Brenda's Kitchen,"Coffee & Tea, Breakfast & Brunch, Restaurants, American (Traditional), Food",144,AZ,4.5,33.603646,-112.302022,Youngtown,144
Olives & Peppers,"Italian, Restaurants",144,PA,4.5,40.3849616,-79.7122865,Trafford,144
Juliano's Restaurant & Pizzeria,"Pizza, Restaurants, Food Delivery Services, Food, Italian",143,PA,4.5,40.4502266,-80.1261475,Robinson Twp.,143
The Keg Steakhouse + Bar,"Steakhouses, Restaurants, Seafood, Bars, Nightlife",143,ON,4.0,43.686301,-79.597494,Rexdale,143
Jim 'N Nick's Bar-B-Q,"Restaurants, Barbeque, Event Planning & Services, Caterers, Southern, Sandwiches",143,SC,3.5,34.998849,-80.856373,Indian Land,143
K&B Sushi,"Restaurants, Japanese, Sushi Bars",142,ON,3.0,43.5082083,-79.6687866,Oakville,142
Roberto's Taco Shop,"Restaurants, Mexican",142,NV,3.0,36.0553440107,-115.1716950908,Enterprise,142
Lemongrass Grill,"Thai, Restaurants",142,OH,4.0,41.1396157,-81.4387571,Munroe Falls,142
Bonefish Grill,"Seafood, Restaurants, American (New), Cocktail Bars, Bars, Nightlife",142,PA,3.5,40.3451178158,-80.056861396,Upper St Clair,142
Winking Lizard,"Bars, Barbeque, Nightlife, Dive Bars, Pubs, American (Traditional), Restaurants",141,OH,3.5,41.2413988215,-81.5489393374,Peninsula,141
The Keg Steakhouse + Bar - Leslie,"Restaurants, Nightlife, Wine Bars, Bars, Steakhouses, Seafood",140,ON,4.0,43.7589389,-79.3605312,Don Mills,140
Fiesta Jalapeños,"Restaurants, Mexican",139,OH,4.0,41.39963,-81.989976,North Ridgeville,139
Murphy's Kitchen & Tap,"Bars, Nightlife, Chicken Wings, American (Traditional), Breakfast & Brunch, Irish Pub, American (New), Pubs, Restaurants, Irish",138,NC,4.5,35.2302322317,-80.8472118527,charlotte,138
Lesley's Creative Cakes,"Cupcakes, Florists, Desserts, Food, Shopping, Breakfast & Brunch, Event Planning & Services, Restaurants, Caterers, Flowers & Gifts, Bakeries",137,AZ,4.5,33.3925411,-111.7867535,MESA,137
